PORT_NAME_FROM,PORT_NAME_TO,DISTANCE
SANTAREM,KUSHIRO,9809
SANTAREM,LANSHAN,10940.72
SANTAREM,LEIXOES,3756.19
SANTAREM,LIANYUNGANG,10728
SANTAREM,LISAHALLY PORT,4230.66
SANTAREM,LISBON,3561.03
SANTAREM,LIVERPOOL (UNITED KINGDOM),4448.57
SANTAREM,MARACAIBO,2040.39
SANTAREM,MARMARA,5650.32
SANTAREM,MERSIN,5460.13
SANTAREM,NANJING,10872
SANTAREM,NANTONG,11746.35
SANTAREM,NINGBO,10835.87
SANTAREM,NORFOLK,3140.09
SANTAREM,NUEVA PALMIRA,3764
SANTAREM,ORAN,3774.27
SANTAREM,PISCO,4197.44
SANTAREM,PORT ESQUIVEL,2307.84
SANTAREM,PROGRESO,3287.44
SANTAREM,PUERTO CABELLO,1863.68
SANTAREM,PUERTO CORTES,2936.19
SANTAREM,PUERTO LIMON,2672.01
SANTAREM,PUERTO PLATA,2051.05
SANTAREM,PUERTO QUETZAL,3357.17
SANTAREM,QINGDAO,11025.63
SANTAREM,RADES,4601.01
SANTAREM,RAVENNA,5280
SANTAREM,RIO HAINA,2127.98
SANTAREM,RIZHAO,10731.84
SANTAREM,ROSARIO,3870.9
SANTAREM,ROTA PORT,5431.14
SANTAREM,SAMSUN,5658.98
SANTAREM,SAN JUAN,1952.88
SANTAREM,SAN LORENZO-SAN MARTIN,3926
SANTAREM,SFAX,4498.56
SANTAREM,SKIKDA,4348.26
SANTAREM,SONGXIA,11050.24
SANTAREM,SURABAYA,10233.63
SANTAREM,TAICHUNG,11755.39
SANTAREM,TAIZHOU,11144.43
SANTAREM,TARRAGONA,4314.96
SANTAREM,TOROS,5910.32
SANTAREM,TUXPAN,3443.52
SANTAREM,UMM QASR,9102.48
SANTAREM,VENICE,5271.75
SANTAREM,VERACRUZ,3440.59
SANTAREM,WILMINGTON NC,3138.72
SANTAREM,XINSHA,12168
SANTAREM,YANBU,6208.47
SANTAREM,YANGJIANG,11043.75
SANTAREM,YANGZHONG,10835.52
SANTAREM,YANTAI,11606.4
SANTAREM,YINGKOU,11463.5
SANTAREM,ZHANGJIAGANG,11550.42
SANTO TOMAS DE CASTILLA,BARCELONA,5363.4
SANTO TOMAS DE CASTILLA,BRAKE,4911.11
SANTO TOMAS DE CASTILLA,CAOFEIDIAN,9980.88
SANTO TOMAS DE CASTILLA,HAMBURG,5246.82
SANTO TOMAS DE CASTILLA,PUERTO CABELLO,1364.76
SANTO TOMAS DE CASTILLA,RAVENNA,6084.82
SANTO TOMAS DE CASTILLA,RIO HAINA,1122
SANTO TOMAS DE CASTILLA,ROTTERDAM,4666.4
SANTO TOMAS DE CASTILLA,THESSALONIKI,6156.36
SANTO TOMAS DE CASTILLA,VERACRUZ,920.64
SANTOS,AARHUS,5809.33
SANTOS,AIN SUKHNA TERMINAL,6482.18
SANTOS,ALEXANDRIA (EGYPT),6371.58
SANTOS,ALGIERS,4611.84
SANTOS,AMSTERDAM,5710.64
SANTOS,ANCONA,5886.54
SANTOS,ANTWERP,5294.26
SANTOS,ARICA,4498.2
SANTOS,ASHDOD,6136.32
SANTOS,BANDAR ABBAS,7911.54
SANTOS,BANDAR IMAM KHOMEINI,8810.62
SANTOS,BANJUL,2860.8
SANTOS,BATUMI,6912.54
SANTOS,BAYUQUAN,11647.32
SANTOS,BEIHAI,10172
SANTOS,BEJAIA,4756.88
SANTOS,BELAWAN,8723.37
SANTOS,BIN QASIM,7726.08
SANTOS,BRAKE,5449.92
SANTOS,BREST,4869.4
SANTOS,BROWNSVILLE,5269.65
SANTOS,BUSAN,10710.3
SANTOS,BUTTERWORTH,8947.61
SANTOS,CADIZ,4207.68
SANTOS,CAI LAN,10666.95
SANTOS,CAI MEP,9774.7
SANTOS,CAI MEP INTERNATIONAL TERMINAL,9490
SANTOS,CALABAR,3784.22
SANTOS,CAOFEIDIAN,11062.08
SANTOS,CASABLANCA,4419.45
SANTOS,CHINA (COUNTRY),11638.23
SANTOS,CHITTAGONG,8619.42
SANTOS,CHIWAN,10646.48
SANTOS,CIGADING,8217.84
SANTOS,CILACAP,8583
SANTOS,CIWANDAN,8894.55
SANTOS,CONSTANTZA,6194.42
SANTOS,CORONEL,3434.08
SANTOS,DADONG,11864.32
SANTOS,DAFENG,11627.7
SANTOS,DALIAN,11287.98
SANTOS,DAMIETTA,5960.3
SANTOS,DAMMAM,7973.35
SANTOS,DANDONG,11693.28
SANTOS,DEENDAYAL,8470.35
SANTOS,DONGJIAKOU,11444.4
SANTOS,DOUALA,3663.99
SANTOS,EL DEKHEILA,6061.3
SANTOS,FAIRLESS HILLS,5277.3
SANTOS,FANGCHENG,10188
SANTOS,FLUSHING,5174.4
SANTOS,FREDERICIA,5960.79
SANTOS,GAOLAN,9810.24
SANTOS,GDYNIA,6234.76
SANTOS,GEORGIA (COUNTRY),6435.3
SANTOS,GHENT,5278.74
SANTOS,HACHINOHE,11490
SANTOS,HAIFA,6522.9
SANTOS,HAKATA,10939.66
SANTOS,HALDIA,8431.68
SANTOS,HAMBURG,5720
SANTOS,HOUSTON,5762.64
SANTOS,HUANGHUA,11898.56
SANTOS,HUANGPU,9882.24
SANTOS,IMMINGHAM,5271.55
SANTOS,INCHEON,11902.8
SANTOS,ISHINOMAKI,12008.85
SANTOS,JEBEL ALI,7917.14
SANTOS,JEDDAH,7301.84
SANTOS,JIANGYIN,11273.04
SANTOS,JINZHOU,11082.24
SANTOS,JORF LASFAR,4000.32
SANTOS,KAGOSHIMA,11293.82
SANTOS,KAKINADA,8254.54
SANTOS,KANDLA,8471.4
SANTOS,KANTVIK,6776.88
SANTOS,KAOHSIUNG,10696.55
SANTOS,KARACHI,7869.4
SANTOS,KASHIMA,11446.33
SANTOS,KING ABDULLAH,7045.76
SANTOS,KINUURA,11078.37
SANTOS,KOBE,10893.65
SANTOS,KOHSICHANG TPP,9334.08
SANTOS,KOPER,5940.76
SANTOS,KUNSAN,11689.6
SANTOS,KUSHIRO,11004.48
SANTOS,LA CORUNA,4651.02
SANTOS,LAGOS (NIGERIA),3491.57
SANTOS,LANSHAN,11449.5
SANTOS,LATVIA (COUNTRY),6539.75
SANTOS,LEIXOES,4645.08
SANTOS,LIANYUNGANG,11694.8
SANTOS,LIEPAJA,6116.1
SANTOS,LIVERPOOL (UNITED KINGDOM),5110.08
SANTOS,LOME,3487.12
SANTOS,LONGKOU,11693.28
SANTOS,LUANDA,3574.39
SANTOS,LUMUT (MALAYSIA),8279.25
SANTOS,MACHONG,10078.32
SANTOS,MAKASSAR,9121.31
SANTOS,MANGALORE,7915.2
SANTOS,MARIN (SPAIN),4710.36
SANTOS,MERAK,8162.55
SANTOS,MERSIN,6487.2
SANTOS,MIZUSHIMA,10854.7
SANTOS,MONTOIR,4842.24
SANTOS,MONTREAL,5398.05
SANTOS,MUHAMMAD BIN QASIM,7807.53
SANTOS,NAGOYA,11893.44
SANTOS,NANJING,11157
SANTOS,NANSHA,10789.8
SANTOS,NANTONG,10468.05
SANTOS,NAPLES,5099.6
SANTOS,NEW ORLEANS,5173.01
SANTOS,NIIGATA,11190.05
SANTOS,NINGBO,10336.95
SANTOS,NOUAKCHOTT,3268.19
SANTOS,NOVOROSSIYSK,6713.47
SANTOS,NUEVA PALMIRA,1089.92
SANTOS,ORAN,4854.15
SANTOS,ORISTANO,5239.61
SANTOS,PADANG,8711.04
SANTOS,PANJANG,8563.79
SANTOS,PANJIN,10984.85
SANTOS,PASIR GUDANG,9445.8
SANTOS,PENANG,9119.25
SANTOS,PHU MY,9684.9
SANTOS,PLOCE,5651.22
SANTOS,PORT KELANG,8788
SANTOS,PORT KLANG,9227.4
SANTOS,PORT LOUIS,5596.47
SANTOS,PORT QASIM,8073.94
SANTOS,POTI,7041.84
SANTOS,PRAI,8862.78
SANTOS,PUERTO CABELLO,3739.02
SANTOS,QINGDAO,10777.92
SANTOS,QINHUANGDAO,11167.61
SANTOS,QINZHOU,10085.13
SANTOS,QUANZHOU,10812.94
SANTOS,RADES,5146.02
SANTOS,RAVENNA,5891.76
SANTOS,RICHARDS BAY,4031.8
SANTOS,RIGA,6654.89
SANTOS,RIO HAINA,4127.76
SANTOS,RIZHAO,11704.16
SANTOS,ROTTERDAM,5512.58
SANTOS,SALAVERRY,4918.62
SANTOS,SALEEF,7087
SANTOS,SAN ANTONIO,3656.64
SANTOS,SAN DIEGO,7326
SANTOS,SHANGHAI,10975
SANTOS,SHIBUSHI,10623.85
SANTOS,SONGXIA,10835.6
SANTOS,SPLIT,5809.32
SANTOS,SURABAYA,9100.44
SANTOS,TAGONOURA,11034.72
SANTOS,TAICHUNG,10270.4
SANTOS,TAIXING,11077
SANTOS,TAIZHOU,10866.24
SANTOS,TAMASHIMA,11194.54
SANTOS,TAMPA,4925.48
SANTOS,TANGSHAN,11966.24
SANTOS,TANJUNG PRIOK,8964.9
SANTOS,TAURANGA,6593.44
SANTOS,TEMA,3329.28
SANTOS,THAMESPORT,5171.52
SANTOS,TIESHAN,10697.4
SANTOS,TILBURY,5348.97
SANTOS,TOMAKOMAI,11092.8
SANTOS,TOYOHASHI,11197.48
SANTOS,ULSAN,10851.84
SANTOS,UMM QASR,8310.96
SANTOS,VENICE,5813.76
SANTOS,VERACRUZ,5183.2
SANTOS,XIAMEN,10656.96
SANTOS,XINSHA,10593.55
SANTOS,YANBU,6671.66
SANTOS,YANGJIANG,9904.67
SANTOS,YANTAI,11373
SANTOS,YATSUSHIRO,11549.39
SANTOS,YINGKOU,11794.26
SANTOS,ZHANGJIAGANG,10934.55
SANTOS,ZHANGZHOU,10242.96
SANTOS,ZHANJIANG,10282.81
SANTOS,ZHENJIANG,10672.32
SANTOS,ZHOUSHAN,11285.04
SAO FRANCISCO DO SUL,BUTTERWORTH,8649.63
SAO FRANCISCO DO SUL,FANGCHENG,10235
SAO FRANCISCO DO SUL,HUANGHUA,11716
SAO FRANCISCO DO SUL,JAPAN (COUNTRY),11618.88
SAO FRANCISCO DO SUL,JINZHOU,11359.18
SAO FRANCISCO DO SUL,KAGOSHIMA,11342.3
SAO FRANCISCO DO SUL,LANSHAN,11047.54
SAO FRANCISCO DO SUL,LONGKOU,11280.78
SAO FRANCISCO DO SUL,MIZUSHIMA,11187.68
SAO FRANCISCO DO SUL,NINGBO,11365.12
SAO FRANCISCO DO SUL,PHU MY,9255.74
SAO FRANCISCO DO SUL,PORT ELIZABETH,3913.74
SAO FRANCISCO DO SUL,PORT KELANG,9014.76
SAO FRANCISCO DO SUL,QINGDAO,10936.75
SAO FRANCISCO DO SUL,QINHUANGDAO,11328.8
SAO FRANCISCO DO SUL,RIZHAO,11867.1
SAO FRANCISCO DO SUL,SURABAYA,8969
SAO FRANCISCO DO SUL,TAICHUNG,10528
SAO FRANCISCO DO SUL,TOYOHASHI,11849.25
SAO FRANCISCO DO SUL,XIAMEN,10705.92
SAO FRANCISCO DO SUL,XINSHA,9815.4
SAO FRANCISCO DO SUL,YANGJIANG,10155.42
SAO FRANCISCO DO SUL,ZHANGZHOU,10500
SAO LUIS,BAIE COMEAU,3547.12
SAO LUIS,BALTIMORE (USA),3091.39
SAO LUIS,CASABLANCA,2959.6
SAO LUIS,JEBEL ALI,8457.75
SAO LUIS,LONGVIEW,6312.24
SAO LUIS,NEW ORLEANS,3450.16
SAO LUIS,PISCO,3888.73
SAO LUIS,RAVENNA,4962.54
SAO LUIS,SEVEN ISLANDS,3424.41
SAO LUIZ DE MARANHAO,NEW ORLEANS,3325.14
SAO SEBASTIAO,BALTIMORE (USA),4915.35
SAO SEBASTIAO,DAMIETTA,5893.8
SAO SEBASTIAO,LISBON,4567.5
SAO SEBASTIAO,MINA ZAYED,8403.77
SAO SEBASTIAO,RICHARDS BAY,3988.1
SAO SEBASTIAO,UMM QASR,8095.9
SARNIA,AMSTERDAM,4081.35
SARNIA,AVONMOUTH,3669.12
SARNIA,BAIE COMEAU,973.35
SARNIA,BARCELONA,4475.12
SARNIA,BELFAST,3562
SARNIA,BREST,3400.82
SARNIA,DUBLIN,3486
SARNIA,GREENORE,3578.22
SARNIA,JOHNSTOWN,469.42
SARNIA,LEIXOES,3372.69
SARNIA,MARIN (SPAIN),3347.47
SARNIA,PORTBURY,3491.73
SARNIA,THUNDER BAY,454.08
SARNIA,TOLEDO (USA),90.24
SARPSBORG,AMBES,1304.16
SARROCH,BROWNSVILLE,5613.58
SARROCH,CANAVERAL,4251.25
SARROCH,PORTO MARGHERA,1022.7
SARROCH,YABUCOA,3993.5
SAS VAN GENT,DUBLIN,617.11
SAS VAN GENT,SANTANDER,738.17
SASSNITZ,CASABLANCA,2187.9
SASSNITZ,SKIKDA,2758
SATTAHIP,AMSTERDAM,9589.65
SATTAHIP,BARCELONA,7659.6
SATTAHIP,GHENT,8811.48
SATTAHIP,HUELVA,7953.96
SATTAHIP,ROTTERDAM,9282
SATTAHIP,SINGAPORE,719.74
SAVANNAH GA,AMSTERDAM,3785.91
SAVANNAH GA,FLUSHING,3780.81
SAVANNAH GA,GHENT,3818.43
SAVANNAH GA,IMMINGHAM,3641.35
SAVANNAH GA,LIVERPOOL (UNITED KINGDOM),3689.92
SAVANNAH GA,ROTTERDAM,3911.73
SAVANNAH GA,STUDSTRUP,4222.4
SAVANNAH GA,TYNE,3647.56
SAVONA,BARCELONA,349.86
SAVONA,SAS VAN GENT,2323.65
SEAHAM,NEWPORT (GWENT),772.5
SEATTLE,ISHINOMAKI,4028
SEATTLE,KOBE,4524
SEATTLE,KUNSAN,5037.73
SEATTLE,PORT QASIM,10099.02
SEATTLE,SHIBUSHI,4460.25
SEATTLE,TAICHUNG,5429.76
SEATTLE,TAIZHOU,4926.7
SEATTLE,TOKACHI,3651.84
SEATTLE,ZHENJIANG,5110.7
SEBUKU,HONG KONG,1648.03
SEBUKU,KARAIKAL,2561.52
SEBUKU,KOHSICHANG TPP,1532.6
SEBUKU,LA SPEZIA,7152.04
SEBUKU,MAP TA PHUT,1613.04
SEBUKU,TAGANITO,997.44
SEBUKU,TUTICORIN,2513.27
SELAATA,ANTONINA,6282.24
SELAATA,NOLA,6728.94
SEMARANG,KEMAMAN,816.79
SEMARANG,SIHANOOKVILLE,1111.68
SEMIRARA,GUANGZHOU,854.76
SEMIRARA,HAIMEN,1108.74
SEMIRARA,LUOYUAN,950.69
SEMIRARA,NINGDE,912.77
SEMIRARA,SHIDONGKOU,1307.07
SENBOKU,DAESAN,678.16
SENBOKU,DANGJING,687.8
SENBOKU,MANZANILLO (MEXICO),6314.52
SEPETIBA,ALTAMIRA,5229.27
SEPETIBA,BROWNSVILLE,5202.24
SEPETIBA,QINGDAO,10925.04
SEPETIBA BAY,EL DEKHEILA,5996.43
SEPETIBA TERMINAL,MOBILE,5072.76
SEPT-ILES,BAYUQUAN,11363.1
SEPT-ILES,BEILUN,11892.4
SEPT-ILES,CAMPANA,6252.6
SEPT-ILES,CHANGZHOU,11509
SEPT-ILES,CONVENT,2644.8
SEPT-ILES,CORPUS CHRISTI,2961
SEPT-ILES,DALIAN,11683.08
SEPT-ILES,DANGJING,10762.55
SEPT-ILES,DUNKIRK,2824.97
SEPT-ILES,FOS,3557.22
SEPT-ILES,FUKUYAMA,10905
SEPT-ILES,GHENT,2850.21
SEPT-ILES,IJMUIDEN,2824.64
SEPT-ILES,IMMINGHAM,2995.65
SEPT-ILES,ISDEMIR,4605.6
SEPT-ILES,JIANGYIN,10922.15
SEPT-ILES,JINGTANG,11221.93
SEPT-ILES,JUBAIL,8086.56
SEPT-ILES,KOPER,4449.06
SEPT-ILES,NAGOYA,11100.96
SEPT-ILES,POINT LISAS,2455.07
SEPT-ILES,PORT TALBOT,2422.08
SEPT-ILES,QINGDAO,11755.39
SEPT-ILES,RIZHAO,11913.2
SEPT-ILES,ROTTERDAM,2923.95
SEPT-ILES,SAN NICOLAS (ARGENTINA),6408.66
SEPT-ILES,TAICANG,11196.5
SEPT-ILES,TARANTO,4176.65
SEPT-ILES,ZHANJIANG,11679.15
SEPT-ILES,ZHOUSHAN,11430
SEPT-ILES,ZHUHAI,10619.1
SETE,BARCELONA,162.18
SETUBAL,BOSTON (UNITED KINGDOM),1208.34
SETUBAL,BROMBOROUGH,1032.57
SETUBAL,COTONOU,2943.36
SETUBAL,GREENORE,972.91
SETUBAL,LOBITO,4204.72
SEVASTOPOL,EL DEKHEILA,1029.6
SEVASTOPOL,HAIFA,1187.59
SEVASTOPOL,JUBAIL,4209.1
SEVASTOPOL,LIVERPOOL (UNITED KINGDOM),3391
SEVASTOPOL,SFAX,1370.88
SEVASTOPOL,SINGAPORE,6387.68
SEVASTOPOL,SUBIC BAY,7781.55
SEVEN ISLANDS,BAOSHAN,11987.85
SEVEN ISLANDS,BAYUQUAN,12068.16
SEVEN ISLANDS,BEILUN,12016.2
SEVEN ISLANDS,CHANGZHOU,12093.9
SEVEN ISLANDS,DALIAN,11234.72
SEVEN ISLANDS,DUNKIRK,2910.96
SEVEN ISLANDS,FANGCHENG,11018.7
SEVEN ISLANDS,FUKUYAMA,10695.72
SEVEN ISLANDS,HAMBURG,3142.53
SEVEN ISLANDS,IJMUIDEN,2768.3
SEVEN ISLANDS,IMMINGHAM,2798.88
SEVEN ISLANDS,JIANGYIN,11621.06
SEVEN ISLANDS,KAOHSIUNG,11154.36
SEVEN ISLANDS,KASHIMA,10564.6
SEVEN ISLANDS,KIMITSU,10857.23
SEVEN ISLANDS,KOKURA,11499.6
SEVEN ISLANDS,LUOJING,11080.31
SEVEN ISLANDS,LUOYU,12056.1
SEVEN ISLANDS,MESAIEED,7599.95
SEVEN ISLANDS,NAGOYA,10255.68
SEVEN ISLANDS,NANTONG,11702.46
SEVEN ISLANDS,OITA,10409.15
SEVEN ISLANDS,POHANG,11228.03
SEVEN ISLANDS,PORT TALBOT,2550.25
SEVEN ISLANDS,QINGDAO,11080.31
SEVEN ISLANDS,REDCAR,2766
SEVEN ISLANDS,RIZHAO,11807.92
SEVEN ISLANDS,ROTTERDAM,2868.03
SEVEN ISLANDS,RUGAO,11602.88
SEVEN ISLANDS,SHULANGHU,11387
SEVEN ISLANDS,SWINOUJSCIE,3233.02
SEVEN ISLANDS,TAICANG,11319.66
SEVEN ISLANDS,TARANTO,4057
SEVEN ISLANDS,TIANJIN,12105.6
SEVEN ISLANDS,TOBATA,10618.59
SEVEN ISLANDS,YANTAI,12018.3
SEVEN ISLANDS,ZHANJIANG,11013.75
SEVEN ISLANDS,ZHENJIANG,11455.29
SEVEN ISLANDS,ZHUHAI,11180
SEVILLE,ANTWERP,1445.09
SEVILLE,LEIXOES,491.92
SFAX,ROCHEFORT & TONNAY-CHARENTE,1995.29
SFAX,SAO FRANCISCO DO SUL,5525.19
SHAKHTERSK,DANGJING,1472.64
SHAKHTERSK,KOHSICHANG TPP,3808.94
SHAKHTERSK,PANJIN,1730.13
SHAKHTERSK,PHU MY,2837.65
SHAKHTERSK,SAMCHEON PO,1136.72
SHAKHTERSK,TAICANG,1571.44
SHAKHTERSK,TOMAKOMAI,625.04
SHAKHTERSK,TUTICORIN,5010.24
SHAKHTERSK,YOUNGHUNG,1464.75
SHAKHTERSK,YUHUAN,1610
SHANGHAI,ACAJUTLA,7927.44
SHANGHAI,ADELAIDE,5091.84
SHANGHAI,ALTAMIRA,10093
SHANGHAI,AMSTERDAM,10902.55
SHANGHAI,BARRANQUILLA,9215.41
SHANGHAI,BATANGAS,1151.39
SHANGHAI,BRISBANE,3945.35
SHANGHAI,CALLAO,9597.54
SHANGHAI,CIWANDAN,2520
SHANGHAI,FREMANTLE,3993
SHANGHAI,HONG KONG,873.6
SHANGHAI,MANZANILLO (MEXICO),6796.35
SHANGHAI,MARACAIBO,8838.8
SHANGHAI,MUMBAI,4851
SHANGHAI,PHILADELPHIA,10682.77
SHANGHAI,PORT KLANG,2283.8
SHANGHAI,RAVENNA,8740.58
SHANGHAI,SAO FRANCISCO DO SUL,11363.99
SHANGHAI,SHEERNESS,10375.2
SHANGHAI,SINGAPORE,2172.06
SHANGHAI,TUXPAN,9971.28
SHANGHAI,YANGON,3362.94
SHARK BAY,CHINA (COUNTRY),4241.12
SHARK BAY,CIREBON,1475.94
SHARK BAY,CIWANDAN,1319.85
SHARK BAY,GLEBE ISLAND,2622.42
SHARK BAY,INCHEON,4048.72
SHARK BAY,ISHINOMAKI,4049.28
SHARK BAY,KAOHSIUNG,3081.75
SHARK BAY,KUSHIRO,4652.51
SHARK BAY,LANQIAO,3585.3
SHARK BAY,PENANG,2162.86
SHARK BAY,PORO POINT,2726.85
SHARK BAY,PYEONGTAEK,3781.06
SHARK BAY,SURABAYA,1101.05
SHARK BAY,TAURANGA,3823.36
SHARK BAY,ZHOUSHAN,3240.45
SHARPNESS AND GLOUCESTER,EEMSHAVEN,782.8
SHEERNESS,NEW HOLLAND,231.54
SHEKOU,TOYOHASHI,1425.6
SHERBRO ISLAND,CONSTANTZA,3897.6
SHERBRO ISLAND,HUANGHUA,11792.47
SHERBRO ISLAND,XIAMEN,9827.75
SHIMIZU,MASAN,639.6
SHIOGAMA,POHANG,842.65
SHOREHAM,ANTWERP,239
SHOREHAM,GHENT,214.08
SHUAIBA,BEIHAI,5228.77
SHUAIBA,BLUFF,8023.44
SHUAIBA,BRISBANE,7168.7
SHUAIBA,CHINA (COUNTRY),6370.96
SHUAIBA,DONGJIAKOU,6203.34
SHUAIBA,KOHSICHANG TPP,4391.85
SHUAIBA,NANTONG,6064
SHUAIBA,NEW ORLEANS,9310.95
SHUAIBA,NOLA,9997.02
SHUAIBA,QINGDAO,6398.46
SHUAIBA,RIZHAO,6173.02
SHUAIBA,SANTOS,8943.9
SHUAIBA,ZHANJIANG,5031.39
SHULANGHU,KIMITSU,916.75
SIHANOOKVILLE,BANGLADESH (COUNTRY),2193
SIHANOOKVILLE,SINGAPORE STRAIT,573.21
SIKKA,ADELAIDE,5563
SIKKA,BATANGAS,3977.82
SIKKA,BOTANY BAY,6274.62
SIKKA,CHITTAGONG,2414.33
SIKKA,COLOMBO,1216
SIKKA,DAESAN,5178.32
SIKKA,DURBAN,4034.16
SIKKA,FUJAIRAH,777.65
SIKKA,GIZAN,1980.16
SIKKA,HALDIA,2459.64
SIKKA,HAZIRA,323.34
SIKKA,JEBEL ALI,928.2
SIKKA,JEDDAH,2122.3
SIKKA,KAOHSIUNG,4418.75
SIKKA,KAWASAKI,5882.24
SIKKA,MAILIAO,4522.68
SIKKA,MIZUSHIMA,5139.5
SIKKA,MOSSEL BAY,4535.94
SIKKA,NEW YORK,7973.46
SIKKA,OFFSHORE TANJUNG PELAPAS,2611.55
SIKKA,RAS TANURA,1093.19
SIKKA,ROTTERDAM,6134.8
SIKKA,SINGAPORE,2741.31
SIKKA,YOSU,5320.32
SIKKA,ZHANJIANG,4034.66
SILLAMAE,CHESAPEAKE,4301.95
SILLAMAE,DURBAN,8004.44
SILLAMAE,GUAYAQUIL,6544.44
SILLAMAE,ILO,8095.5
SILLAMAE,ISKENDERUN,4784.37
SILLAMAE,NEW ORLEANS,5953.4
SILLAMAE,ORAN,3062.8
SILLAMAE,PARANAGUA,6591.36
SILLAMAE,PORTO ALEGRE,7508.34
SILLAMAE,SANTOS,6671.61
SILLAMAE,VITORIA,6353.91
SILLAMAE,WILMINGTON (USA-N CAROLINA),4460.16
SILLAMAE,ZHENJIANG,12108.89
SINES,CABEDELO,3000.76
SINES,COTONOU,2949.77
SINES,FREEPORT (BAHAMAS),3471.63
SINES,HOUSTON,4699.14
SINES,JEBEL ALI,4952.64
SINES,NEW HAVEN,2833.37
SINES,NEW YORK,3052.86
SINES,PHILADELPHIA,3040.95
SINES,PORT CANAVERAL,3558
SINES,PORT EVERGLADES,3659.23
SINES,PROVIDENCE,2765.76
SINES,TEMA,2805.24
SINGAPORE,CHITTAGONG,1511.97
SINGAPORE,CJK,2142
SINGAPORE,COLOMBO,1645.28
SINGAPORE,GIZAN,3844.8
SINGAPORE,GUANGZHOU,1485.99
SINGAPORE,HO CHI MINH CITY,632.61
SINGAPORE,HONG KONG,1426.59
SINGAPORE,KUNSAN,2510.22
SINGAPORE,MANZANILLO (MEXICO),9038.25
SINGAPORE,MARSDEN POINT,4928.8
SINGAPORE,MOUNT MAUNGANUI,4856.79
SINGAPORE,NANTONG,2116.6
SINGAPORE,ONSAN,2392.1
SINGAPORE,PG,3302.25
SINGAPORE,ROTTERDAM,8444.61
SINGAPORE,SAKAI,2697
SINGAPORE,SHELL HAVEN,8543.85
SINGAPORE,TANJUNG PELEPAS,21.63
SINGAPORE,TOKUYAMA,2702.7
SINGAPORE,VILLANUEVA,1384.14
SINGAPORE,YANGON,1160.25
SIPITANG,ADELAIDE,4143.36
SIPITANG,BLUFF,4683.84
SIPITANG,BRISBANE,3567.32
SIPITANG,BUENAVENTURA,9568.32
SIPITANG,GEELONG,4532.85
SIPITANG,MANZANILLO (MEXICO),8061.57
SIPITANG,NEWCASTLE (AUSTRALIA),3699.3
SIPITANG,PORT LINCOLN,3905
SIPITANG,PORTLAND (USA-OREGON),6698.34
SIPITANG,SAN ANTONIO,10105.33
SITRA,BRISBANE,7221.62
SITRA,HAMRIYAH,270.89
SITRA,KANDLA,1179.36
SITRA,KAWASAKI,6418.02
SITRA,KO SI CHANG,4269.12
SITRA,KOHSICHANG TPP,4491.47
SITRA,MANZANILLO (MEXICO),10900.54
SITRA,NEW ORLEANS,9527.76
SITRA,NOLA,9720.24
SITRA,NUEVA PALMIRA,8834.22
SITRA,PARANAGUA,8228.08
SITRA,RIO GRANDE (BRAZIL),8738.08
SITRA,SAN NICOLAS (ARGENTINA),9195.9
SITRA,SAO FRANCISCO DO SUL,8809.5
SITRA,SHELL HAVEN,6384
SITRA,SINGAPORE,3515.52
SITRA,YOKKAICHI,6306.3
SITRA,YOSU,6414.45
SKARDON RIVER,ADELAIDE,2903
SKARDON RIVER,HUANGHUA,3698.73
SKARDON RIVER,QINGDAO,3280
SKAW,NEW YORK,3237.12
SKELLEFTEHAMN,NEMRUT BAY,4639.44
SKIKDA,ARATU,3973.44
SKIKDA,NEW YORK,3736.74
SKIKDA,PROGRESO,4814.4
SKIKDA,SALVADOR,3919.7
SKIKDA,SAO SEBASTIAO,4827.48
SKULTE,ANTWERP,1230.93
SLITE,BROOKLYN (UNITED STATES),4133.85
SLITE,EVERGLADES,4594.24
SLITE,PORT EVERGLADES,4500.48
SLITE,TEMA,4958
SLUISKIL,ALTAMIRA,5175.48
SLUISKIL,CALDERA (COSTA RICA),5490.16
SLUISKIL,CARTAGENA (COLOMBIA),4632.87
SLUISKIL,CONCEPCION BAY,7997.85
SLUISKIL,GUAYAQUIL,5562.81
SLUISKIL,ITAQUI,4163
SLUISKIL,MACEIO,4078.35
SLUISKIL,NEW ORLEANS,4994.08
SLUISKIL,PARANAGUA,5563
SLUISKIL,RIO GRANDE (BRAZIL),5909.31
SLUISKIL,SAN NICOLAS (ARGENTINA),6742.32
SLUISKIL,SANTOS,5599.08
SLUISKIL,SAO FRANCISCO DO SUL,5758.73
SLUISKIL,TOPOLOBAMPO,7223.39
SLUISKIL,VITORIA,4889.22
SOHAR,AIN SUKHNA TERMINAL,2502.72
SOHAR,ANTONINA,7679.04
SOHAR,BLUFF,7661.68
SOHAR,BUENAVENTURA,8886.3
SOHAR,BURNIE,6348.87
SOHAR,CONVENT,8809.35
SOHAR,GANGAVARAM,2553
SOHAR,HOUSTON,9048
SOHAR,LABUAN,3942.18
SOHAR,LANSHAN,5691
SOHAR,MESAIEED,442.05
SOHAR,MISURATA,3643.07
SOHAR,MUNDRA,716.76
SOHAR,NEW ORLEANS,9032.66
SOHAR,NOLA,8756.15
SOHAR,PARANAGUA,8227.64
SOHAR,POINT LISAS,7812.38
SOHAR,PORT QASIM,585.9
